1
40.5	11.5	40.5	1.42	0.009	26	6	271.6	271.0	655.0	13.5	False	TLN	T1LN5L6X0	t:1:8-l:10.556:4-l:10.556:4-l:10.556:4-l:10.556:4-l:10.556:1
3
cost	wa-I	wa-C	sa	ca	Nruns	Nlvls	ph	pm	rs	rn	isdom	F	L	C
28.1	6.1	28.1	1.79	0.014	73	5	654.3	716.0	1852.0	19.0	False	TL	T4L5	t:1:19-t:19:19-t:19:19-t:19:14-l:19.109:1
28.4	7.4	28.4	1.68	0.012	51	6	504.5	514.0	1298.0	18.7	False	TL	T5L6	t:1:11-t:11:11-t:11:11-t:11:11-t:11:5-l:8.952:1
28.6	5.6	28.6	1.52	0.01	129	4	961.3	1042.0	3074.0	18.4	False	TL	T3L4	t:1:51-t:51:51-t:51:25-l:50.393:1
28.6	9.6	28.6	1.35	0.008	48	6	461.7	463.0	1199.0	17.4	False	TL	T5L6	t:1:11-t:11:11-t:11:11-t:11:11-t:11:2-l:8.952:1
28.7	6.7	28.7	1.53	0.01	68	5	613.6	636.0	1692.0	18.4	False	TL	T4L5	t:1:19-t:19:19-t:19:19-t:19:9-l:19.109:1
---
40.5	11.5	40.5	1.42	0.009	26	6	271.6	271.0	655.0	13.5	False	TLN	T1LN5L6X0	t:1:8-l:10.556:4-l:10.556:4-l:10.556:4-l:10.556:4-l:10.556:1
4
cost	wa-I	wa-C	sa	ca	Nruns	Nlvls	ph	pm	rs	rn	isdom	F	L	C
28.6	9.6	28.6	1.35	0.008	48	6	461.7	463.0	1199.0	17.4	False	TL	T5L6	t:1:11-t:11:11-t:11:11-t:11:11-t:11:2-l:8.952:1
28.8	8.8	28.8	1.26	0.007	63	5	551.9	556.0	1532.0	17.2	False	TL	T4L5	t:1:19-t:19:19-t:19:19-t:19:4-l:19.109:1
29.4	7.4	29.4	1.26	0.007	116	4	829.4	847.0	2671.0	17.4	False	TL	T3L4	t:1:51-t:51:51-t:51:12-l:50.393:1
30.0	9.0	30.0	1.18	0.006	112	4	778.7	787.0	2547.0	16.8	False	TL	T3L4	t:1:51-t:51:51-t:51:8-l:50.393:1
30.4	11.4	30.4	1.39	0.009	34	8	367.7	364.0	876.0	17.5	False	TL	T7L8	t:1:5-t:5:5-t:5:5-t:5:5-t:5:5-t:5:5-t:5:2-l:8.389:1
---
40.5	11.5	40.5	1.42	0.009	26	6	271.6	271.0	655.0	13.5	False	TLN	T1LN5L6X0	t:1:8-l:10.556:4-l:10.556:4-l:10.556:4-l:10.556:4-l:10.556:1
5
cost	wa-I	wa-C	sa	ca	Nruns	Nlvls	ph	pm	rs	rn	isdom	F	L	C
30.0	9.0	30.0	1.18	0.006	112	4	778.7	787.0	2547.0	16.8	False	TL	T3L4	t:1:51-t:51:51-t:51:8-l:50.393:1
31.2	6.2	31.2	1.25	0.007	454	3	2092.8	2221.0	9453.0	17.3	False	TL	T2L3	t:1:362-t:362:90-l:362.077:1
31.6	12.6	31.6	1.16	0.006	61	5	521.3	524.0	1468.0	16.2	False	TL	T4L5	t:1:19-t:19:19-t:19:19-t:19:2-l:19.109:1
31.7	10.7	31.7	1.14	0.005	110	4	751.5	757.0	2485.0	16.4	False	TL	T3L4	t:1:51-t:51:51-t:51:6-l:50.393:1
32.2	6.2	32.2	1.25	0.007	364	3	2347.1	2589.0	8381.0	17.3	False	TL	T2RL3	t:1:181-t:181:181-l:724.155:1
---
40.5	11.5	40.5	1.42	0.009	26	6	271.6	271.0	655.0	13.5	False	TLN	T1LN5L6X0	t:1:8-l:10.556:4-l:10.556:4-l:10.556:4-l:10.556:4-l:10.556:1
